,UserName,StarRatings,ReviewTitle,ReviewText,ReviewTime
4684,Figgy Scone,1.0 out of 5 stars,DO NOT BELIEVE THE HYPE,"  I have been looking for a facial sunscreen for years that is not greasy, not thick, doesn't leave a white cast, doesn't make my face red, doesn't irritate -- in order words, a holy grail sunscreen. This has got to be one of the most hyped sunscreen creams in existence. It is listed everywhere as the holy grail sunscreen. Magazines, websites, blogs, videos, etc. I had not bought it because it was pricey. I finally bought it. It sucks. This sunscreen is no better than your typical mineral sunscreen at Walmart. It is thick (yuck), it is greasy (yuck), it makes your face look like you smeared it with Crisco. The only benefit that it does have is that it does not leave a white cast. But that's it. Horrible product. AVOID."," January 23, 2021"
4685,Jess,3.0 out of 5 stars,"Beware, makeup wearers","  I really wanted to like this sunscreen! Everyone over at skincareaddiction seems to be crazy about this stuff. I have sensitive skin and it was relieving to know that this sunscreen did not irritate my face, and didn't have that sunscreen smell...However, I noticed something EXTREMELY annoying about this sunscreen. When I rub makeup primer on my face after applying this, or even skipping the primer and going straight to foundation, this sunscreen rolls into little white balls that are insanely irritating. I tried applying it, waiting 15 minutes, and then applying my primer... there were less balls, but there nonetheless. I've tried smoothing the primer on as gently as possible but even still the sunscreen just seems to love to ball up. I had to use a kabuki brush to gently wipe the balls off my face (heh) every time I used this. Eventually I gave up, and now I use Shiseido."," February 6, 2014"
4686,Early May,2.0 out of 5 stars,Has an ingredient I don't like,"  This product is okay, I bought it because it was highly rated. However, when I investigated the ingredients, there was an ingredient in here that is dubious and is thought to be toxic. I'm sorry, I don't have time right now to go back and check which ingredient it was. But just check the ingredients on here carefully before you order."," July 4, 2013"
4687,julianne,3.0 out of 5 stars,Do you know what is inside this stuff,"  be aware of some harmful stuff in thereIngredientsIngredients from labelActive Ingredients: Zinc oxide 9.0%, Octinoxate 7.5%, Inactive Ingredients: Purified Water, Petrolatum, Isopropyl Palmitate, Cetearyl Glucoside, Dimethicone, Hydroxyethyl Acrylate/Sodium, Acryloyldimethyl Taurate Copolymer, Polyisobutene, PEG-7 Trimethylolpropane Coconut Ether, Sodium Hyaluronate, Tocopheryl Acetate, Polyether-1, Citric Acid, Oleth-3 Phosphate, Phenoxyethanol, Butylene Glycol, Iodopropynyl Butylcarbamate, TriethoxycaprylylsilaneScoreData AvailabilityIngredient Name & DetailsScoreFairOCTINOXATE active ingredient 7.5%Concerns:Developmental/reproductive toxicity (low), Allergies/immunotoxicity (low), Enhanced skin absorption, Endocrine disruption (moderate), Persistence and bioaccumulation (low), Non-reproductive organ system toxicity (low), Biochemical or cellular level changes (high)ScoreFairPETROLATUMConcerns:Use restrictions (moderate), Non-reproductive organ system toxicity (moderate), Contamination concerns (PAHS)ScoreLimitedPHENOXYETHANOLConcerns:Allergies/immunotoxicity (low), Use restrictions (moderate), Non-reproductive organ system toxicity (moderate), Irritation (skin, eyes, or lungs) (high), Occupational hazards (high)ScoreLimitedDIMETHICONEConcerns:Use restrictions (moderate), Non-reproductive organ system toxicity (moderate), Ecotoxicology (low)"," July 16, 2021"
4688,Daniel Lin,2.0 out of 5 stars,Contains Octinoxate,"  I've been using this sunscreen for more than 3 years. However, I just found out that this sunscreen contains an active ingredient called Octinoxate. I had to goggle what it is and this is what i found:""EWG recommends that consumers avoid sunscreens with oxybenzone. Octinoxate is an organic UV filter. It is readily absorbed into the skin and continues to be absorbed after the sunscreen has been applied. It has been found in blood 16 times above the proposed FDA safety threshold (Matta 2019, 2020).""Its also bad for the ocean and environment - Hwaii has banned this ingredient in their sunscreen products. I can't believe a long-trusty brand of mind would still use this in their product. I will stick with zinc oxide."," September 29, 2021"
4689,Sara  S'Jegers,1.0 out of 5 stars,This sunscreen is harmful to your health -- Do not buy...,"  This product has octinoxate in it, an active ingredient that is known to mess with your hormones, and also those of animals, once it ends up in the ocean. On a hormonal level, it mimics estrogen and will mess with your thyroid, and is suspected to accumulate in people. It is harmful to you and to the environment and you really should not be applying this daily!In fact, some places, including the entire state of Hawaii, now have a ban on octinoxate (as well as oxybenzone) in sunscreen products because they had started to destroy the reefs. Just Google 'octinoxate' or 'Hawaii sunscreen ban' to find out more.A safe sunscreen for you and the environment is biodegradable, and ONLY has zinc or zinc and titanium as 'active ingredients' listed on the label. These naturally occurring minerals sit on top of your skin and aren’t absorbed into your bloodstream. When you swim in the ocean, these minerals simply fall back to the Earth from which they came.There are biodegradable sunscreens that DO NOT make your skin look white, and that can be applied on your face daily. It is quite sad that the Skin Cancer Foundation would recommend a product with a hormone disruptor in it. Sure, octinoxate has not been found to cause skin cancer, but it will mess with your health in other ways!! Maybe EltaMd is funding the Skin Cancer Foundation's cancer research?"," November 2, 2018"
4690,Saliandra,2.0 out of 5 stars,Face too shiny. Makeup doesn't look good on top.,"  I had high hopes for this sunscreen, but I have been sorely disappointed with it. It protects well and it feels nice and moisturizing on the skin. However; it is just too shiny. If I put on moisturizer and then this sunscreen, my face is ridiculously shiny. Makeup doesn't look good over the top. The shine comes through, pores look really obvious, and my makes slides right off. If I skip the moisturizer, the effect is slightly better. But it's still too shiny and still looks bad with makeup. I don't understand the great reviews on this. It must just be a reaction with my particular skin. I'm using a normal 1/4 tsp amount of the product. I would say I have combo skin, with a little oiliness in the T-area but dry elsewhere. I would not repurchase this sunscreen."," January 25, 2022"
4691,Amazon Customer,1.0 out of 5 stars,Never break out and this broke me out so bad.,"  i had heard so many good reviews about the REAL product but this one is not good. I was so excited to use it on my face bc it was so light and it was so raved about. well after i used it the next day i was washing my face and my face felt all bumpy and i was breaking out all over my cheeks (mind you i never break out or have any sort of texturized bumps on my skin). I didn't want to believe that it was this product that had given me bumps and broken me out, but i tested it just to make sure before i put it on my face again. i put the lotion on a portion of my wrist and as you can see in the pictures i got the same reaction red little bumps all over my wrist, and not on the middle of my arm where i didn't apply the lotion. (it looks much worse in person the camera didn't capture it well.) If you are looking for something to calm redness or just a good face sunscreen i would not recommend this product. ("," September 20, 2016"
4692,Jessica,1.0 out of 5 stars,CONTAINS PORE CLOGGING INGREDIENTS,"  Remember even if it says “noncomedogenic”, “oil free” or “won’t clog your pores” on the bottle that doesn’t mean it’s safe to use on your skin. No government agency oversees this, so skincare companies can claim their products promote clear skin and still have pore-cloggers in their products. After submitting the ingredients of this product to on the acne clinic NYC website 3 pore clogging ingredients in this product were flagged 1. Isopropyl Palmitate, Coconut and Oleth-3. Do your research before purchasing."," January 13, 2021"
4693,Judith,5.0 out of 5 stars,Excellent sunscreen,"  Two pumps is enough to cover your face and neck front.  It spreads easily, but I’ve found it best to dot it around the face and neck, rub the rest into my palms, then disperse over the face and neck. If kept away from the lash line, it protects that delicate skin, too.  Not shiny, like so many others.  However, although I’m very light skinned, I add a couple of drops of Exuviance Sheer SPF 50 on top so it matches my skin tone better.  Rarely use foundation with this combination.  Another plus is that Elta MD dries quickly and isn’t tacky.  I’ve also used the tinted version of this sunscreen, which also works beautifully, though it may pill in more textured areas, like around the nose.  The last advice I can offer is, if you use moisturizer under this (and you should), make sure that the moisturizer is dry before applying the sunscreen. Highly recommended."," April 19, 2019"
4694,RealCity,5.0 out of 5 stars,Dermatologist recommended this.  Love it.,"  I'm a mid-50s gal who no longer wants to spend time fussing over the aging face. I mean, I'm clearly not in my 20s anymore.  But the old face isn't a complete disaster. Yet. That said, there are crow's feet and lip lines and smile lines and whatnot. So, yeah. Aging is happening. This sunscreen, however, is like a little secret weapon.  It provides sunscreen. Obviously.  A  little bit of color makes you look not dead which is a huge plus. But my favorite part is the dewy, glowy finish. I use this sunscreen on my face and an SPF chapstick and I don't know what it is.  Ya girl just looks a little fresher.  A little younger.  A little .... better.  Was worth the money for me. Would recommend. Good luck, ladies."," March 1, 2022"
